#Approved Symbol	Previous Symbols	Synonyms
A1BG		
LGMD1F		
SCA29		ACV
SCA30		
DDTL		
PRKRAP1		
MAS1LP1	MAS1LP	OTTHUMG00000086553
MCCD1P1		OTTHUMG00000130506
DDX39BP1	BAT1P1	
CCDC137		MGC16597
GBD2		
GBD3		
KIAA1211L	C2orf55	MGC42367
SLC15A5		
ZDHHC20P1		OTTHUMG00000086707
ZDHHC20P2		OTTHUMG00000133740
TMEM183AP1		BPG126D10.10, OTTHUMG00000086663
CCDC137P		
RPL35AP4		BPG294E21.7, OTTHUMG00000140156
DDX39BP2	BAT1P2	BPG309N1.15
MCCD1P2		BPG309N1.16
ANXA2R	C5orf39	
MIMT1		MIM1, NCRNA00067, LINC00067
DEFB109P1B		
SPG37		
FEB5		
FEB6		
FEB7		
CYP27C1		FLJ16008
MEX3A	RKHD4	
PSORS6		
COL6A4P1	DVWA	VWA6, DIVA, COL6A4, COL6A4P
SPG38		
FDPSP7	FDPSL2B	
C15orf52		FLJ43339
DFNA57		
SLC9A3P3		
SLC9A3P4		
CXorf61		KK-LC-1, FLJ20611, FLJ22913, CT83
BLID		BRCC2
AKR1B1P8		
AKR1B1P7		
AKR1B1P6		
ATRIP		FLJ12343, MGC20625, MGC21482, MGC26740
CLEC4GP1		
DFNB75		
SCIMP	C17orf87	DTFT5783, UNQ5783, FLJ32580, MGC163426, MGC163428
HOTAIR		HOXC-AS4, HOXC11-AS1, NCRNA00072
TCEB3CL2		
PYDC2		POP2
WDR82P2		WDR82C
PMS2P6	PMS2L14	
PMS2P7	PMS2LP2, PMS2L15	PMSR7
PMS2P8	PMS2L16	
ZSCAN30	ZNF397OS	ZNF917
FRG2B		
RHOXF2B		
ST20		HCCS-1
TMEM189-UBE2V1		Kua-UEV, CROC-1B
TLCD2		
EEF1DP2		
EEF1DP5		
FTH1P19	FTHL19	
PPAN-P2RY11		
INS-IGF2		
PALM2-AKAP2		
ANKHD1-EIF4EBP3		MASK-BP3
NME1-NME2		NM23-LV, NMELV
BRI3P1		
SYS1-DBNDD2		
TNFSF12-TNFSF13		TWE-PRIL
ABHD17AP2	FAM108A3, FAM108A11P, FAM108A3P	
ELF2P1		
ELF2P4		
BRD7P2		
AK2P2		
SULT1C3		
SULT1C2P1		SULT1C1P
FNDC9	C5orf40	MGC27121
PCBP3-OT1	PCBP3OT	FLJ44028
NUGGC	C8orf80	HMFN0672, SLIP-GC
C17orf89		
GNG5P3		
GNG5P4		
GNG5P5		
SNORD127		
HMGN2P13		
SNORD119		
SCARNA9L		
SNORD121A		
SNORD123		
SNORD124		
SNORD125		
SNORD126	MIR1201, MIRN1201	hsa-mir-1201
HMGN2P3	HMGN2L3	
HMGN2P4	HMGN2L4	
HMGN2P5	HMGN2L5	
SNORD121B		
SNORD19B		
SNORD11B		
SNORD105B		
SNORD12B		
HMGN2P6	HMGN2L6	
HMGN2P7	HMGN2L7	
PI4KAP1		
PI4KAP2		
SNORD111B	MIR3647	hsa-mir-3647
CT45B1P		
FAM138F		F379
FAM138B		F379
FAM138D		F379
CCDC64B		
TET1P1	CXXC6P1	
FAM72D		
VSTM2B		
DEFA1B		
DEFT1P2		
TMEM191B		
TMEM191C		
CROCCP1	CROCCP	
FAM115D	FAM139B	FLJ40722-like
FAM115B		
MOXD2P	MOXD2	
GSTTP2		
ANKRD36BP2		
MARCH11		MARCH-XI
RNF216P1	RNF216L	
ATP5J2P5		
ATP5J2P6		
SNORD58C		
SCARNA27		
SNORA84		
SNORA36C		
SNORA38B		
SNORA70B		
SNORA70C		
SNORA11B		
SNORA11C		
SNORA11D		
SNORA11E		
BCL2L15	C1orf178	Bfk, FLJ22588
DISC1FP1		
FRG2C		
C2CD4A	FAM148A	NLF1
C2CD4B	FAM148B	NLF2
CCDC61		
PATL2		
PEAR1	MEGF12	JEDI, FLJ00193
CPSF4L		
MIR298	MIRN298	hsa-mir-298
MIR891A	MIRN891A	hsa-mir-891a
MIR300	MIRN300	hsa-mir-300
MIR892A	MIRN892A	hsa-mir-892a
MIR509-2	MIRN509-2	hsa-mir-509-2
MIR450B	MIRN450B	hsa-mir-450b
MIR874	MIRN874	hsa-mir-874
MIR890	MIRN890	hsa-mir-890
MIR891B	MIRN891B	hsa-mir-891b
MIR888	MIRN888	hsa-mir-888
MIR892B	MIRN892B	hsa-mir-892b
MIR541	MIRN541	hsa-mir-541
MIR889	MIRN889	hsa-mir-889
MIR875	MIRN875	hsa-mir-875
MIR876	MIRN876	hsa-mir-876
MIR708	MIRN708	hsa-mir-708
MIR147B	MIRN147B	hsa-mir-147b
MIR190B	MIRN190B	hsa-mir-190b
MIR744	MIRN744	hsa-mir-744
MIR885	MIRN885	hsa-mir-885
MIR877	MIRN877	hsa-mir-877
MIR887	MIRN887	hsa-mir-887
MIR665	MIRN665	hsa-mir-665
MIR873	MIRN873	hsa-mir-873
MIR543	MIRN543	hsa-mir-543
MIR374B	MIRN374B	hsa-mir-374b
MIR760	MIRN760	hsa-mir-760
MIR301B	MIRN301B	hsa-mir-301b
MIR216B	MIRN216B	hsa-mir-216b
MIR208B	MIRN208B	hsa-mir-208b
MIR920	MIRN920	hsa-mir-920
MIR921	MIRN921	hsa-mir-921
MIR922	MIRN922	hsa-mir-922
MIR924	MIRN924	hsa-mir-924
MIR509-3	MIRN509-3	hsa-mir-509-3
MIR933	MIRN933	hsa-mir-933
MIR934	MIRN934	hsa-mir-934
MIR935	MIRN935	hsa-mir-935
MIR936	MIRN936	hsa-mir-936
MIR937	MIRN937	hsa-mir-937
MIR938	MIRN938	hsa-mir-938
MIR939	MIRN939	hsa-mir-939
MIR940	MIRN940	hsa-mir-940
MIR941-1	MIRN941-1	hsa-mir-941-1
MIR941-2	MIRN941-2	hsa-mir-941-2
MIR941-3	MIRN941-3	hsa-mir-941-3
MIR941-4	MIRN941-4	hsa-mir-941-4
MIR942	MIRN942	hsa-mir-942
MIR943	MIRN943	hsa-mir-943
MIR944	MIRN944	hsa-mir-944
MIR297	MIRN297	hsa-mir-297
MIR365A	MIRN365-1, MIR365-1	hsa-mir-365-1
MIR365B	MIRN365-2, MIR365-2	hsa-mir-365-2
CUX2P1		
CUX2P2		
SKP1P1	OCP2, TCEB1L, TCEB1P	EMC19
KRT17P3		
LINC00322	C21orf136, NCRNA00322	FLJ16545
KHDC3L	C6orf221	ECAT1
TMEM194B		
CARD16		COP1, COP, PSEUDO-ICE
C19orf70		QIL1, P117
CIB4		
TMEM198		MGC99813, TMEM198A
TMEM207		
SNTN		FLJ44379, S100AL
TTC36		HBP21
C1orf227		LOC149643
CDPF1	C22orf40	LOC150383
MBLAC2		DKFZp686P15118, MGC46734
C7orf66		
CXorf65		
FITM1		FIT1
FAM179A		FLJ43249, LOC165186
FAM151B		UNQ9217
METTL21C	C13orf39	LOC196541
C20orf201		
TMEM201		RP13-15M17.2, NET5
ALG1L		ALG1L1
ZNF385C		
LRRN4CL		
TMEM211		bA9F11.1
FAM154B		DKFZp666G057
PRR19		MGC70924
RPL23AP82		MGC70863
C3orf70		
PPP1R42	LRRC67	dtr, TLLR
TMEM202		FLJ27523
POTEB	A26B1	POTE15, POTE-15, CT104.5
CCDC144NL		MGC87631
ANKRD34B		DP58
NHSL2		
CXorf67		
NCCRP1		LOC342897, NCCRP-1, FBXO50
MSANTD1	C4orf44	LOC345222
MURC		cavin-4, CAVIN4
CXorf66		RP11-35F15.2
TMEM179B		
TEPP		
LRRC37A6P		
FIBIN		MGC24932
REP15		RAB15EP
C12orf68		LOC387856
NHLRC3		
TOMM20L		UNQ9438
C15orf59		MGC131524, LOC388135
C16orf87		
C16orf86		FLJ41802
GLTPD2		
TMEM220		
BTBD17		LGALS3BPL, BTBD17A, TANGO10A
C1orf229		FLJ45717
KRTAP26-1		
RESP18		
C2orf82		UNQ830, ASCL830
PRR23B		FLJ46116
LEKR1		FLJ16641
C4orf50		FLJ46481
C5orf48		MGC163367, MGC163369, FLJ27505
C5orf46		MGC23985
C6orf222		DKFZp779B1540
SPDYE8P		
LAMTOR4	C7orf59	
FAM180A		HWKM1940, UNQ1940
C8orf86		FLJ43582
FAM150A		UNQ9433
C9orf171		FLJ46082
LCN15		UNQ2541, PRO6093
TMEM8C		TMEM226
PTRHD1	C2orf79	LOC391356
HELT		HESL, HCM1228, Mgn, bHLHb44, MEGANE
AGMO	TMEM195	FLJ16237
TMEM200B		TTMB
GATA3-AS1		
METTL10	C10orf138	Em:AC068896.3
C11orf87		LOH11CR1A, LOC399947
C11orf92		FLJ45803
C12orf76		FLJ40142
LINC00173	NCRNA00173	FLJ42957
SERTM1	C13orf36	
C13orf35		FLJ26443
C14orf180	C14orf77	NRAC
C15orf53		FLJ35695
C15orf54		FLJ39531
LINC00859	C16orf85	FLJ45530
C17orf97		LOC400566
TEX19		FLJ35767
VMAC		
C1orf220		FLJ35530
DEFB132		RP5-1103G7.6, DEFB32
IL17REL		FLJ41993
C2orf66		UNQ6411
LINC00336	C6orf227, NCRNA00336	FLJ43752
AK9	C6orf224, AKD2, C6orf199, AKD1	FLJ42177, FLJ25791, dJ70A9.1, MGC26954
C7orf76		FLJ42280
TMEM215		
C9orf170		FLJ45537
FAM166A		
ZNF833P	ZNF833	
RPL21P44		
UFSP1		UFSP
ERVFRD-1		HERV-W/FRD, HERV-FRD, envFRD, ERVFRDE1, syncytin-2
C2orf27B		MGC50273
SPINK14		SPINK5L2
C8orf82		MGC70857
CARD17		INCA
PLEKHG7		FLJ46688
MZT1	C13orf37	LOC440145, FLJ21869, MGC150539, RP11-11C5.2, MOZART1
NPIPL1		LOC440350
ANKRD20A5P	ANKRD20A5	MGC26718
ETV3L		FLJ16478
C5orf56		
SPDYE2		MGC119295
AARD	C8orf85	LOC441376
NRARP		MGC61598
GALNTL6		GALNT17
STAG3L3		
ARHGEF35	ARHGEF5L	FLJ43692, CTAGE4
IGIP	C5orf53	LOC492311
COA5	C2orf64	MGC52110, FLJ27524, Pet191
CLEC18B		
STAG3L1		DKFZP434A0131
POLR2J3		
CCDC157		
DUX4L9		
ASPDH		
FBXO48		
FAM229B	C6orf225	DKFZp586F0922, LOC619208
FAM196A	C10orf141	FLJ45557
SMIM15	C5orf43	DKFZP686E2158
GRXCR2		
KRTAP27-1		
TMPPE		FLJ45032
PRR21		
SDHAF1		LYRM8
C15orf56		FLJ38596
CCNI2		FLJ16793
TXNRD3NB	TXNRD3IT1	TR2IT1, TXNRD3NT1
HRCT1		LGLL338, PRO537, UNQ338
LGALS9C		
ZNF826P	ZNF826	FLJ44894
TSPY3		
FAM155A		
DNLZ	C9orf151	RP11-413M3.2, ZIM17, bA413M3.2, TIMM15, HEP
INPP5K		SKIP
WASH5P		
GHRLOS		NCRNA00068, GHRL-AS1
STAG3L2		MGC131759
STAG3L4		FLJ13195
ANKRD34C		
SUSD2P1		
RIMBP3B		
RIMBP3C		
POTEA	A26A1	POTE8, POTE-8, CT104.3
POTEC	A26B2	POTE18, POTE-18, DKFZp686J0529, CT104.6
POTEE	A26C1A	POTE2, POTE-2, A26C1, POTE2gamma, CT104.2
POTEG	A26C2	POTE14, POTE-14, POTE14alpha, CT104.4
KRTAP19-8		
KRTAP24-1		KAP24.1
IRG1		
POTEF	A26C1B	POTEACTIN, POTE2alpha
BSPH1		ELSPBP2, BSP1
TYW1B		RSAFD2, MGC87315, NCRNA00069, LINC00069
DFNB76		
SRRD		HC/HCC, SRR1L
RNASEK		MGC71993
HLA-Y		HLA-BEL/COQ/DEL
KIAA1024L		
STRCP1	STRCP	
PHKG1P1		
PHKG1P2		
PHKG1P4		
PHKA1P1		
SLFN12L		
MIR1231	MIRN1231	hsa-mir-1231
MIR1226	MIRN1226	hsa-mir-1226
MIR1224	MIRN1224	hsa-mir-1224
MIR1229	MIRN1229	hsa-mir-1229
MIR1236	MIRN1236	hsa-mir-1236
MIR1234	MIRN1234	hsa-mir-1234
MIR1237	MIRN1237	hsa-mir-1237
MIR1228	MIRN1228	hsa-mir-1228
MIR1233-1	MIRN1233, MIR1233	hsa-mir-1233
MIR1225	MIRN1225	hsa-mir-1225
MIR1227	MIRN1227	hsa-mir-1227
MIR1238	MIRN1238	hsa-mir-1238
MIR513C	MIRN513C	hsa-mir-513c
MIR513B	MIRN513B	hsa-mir-513b
FAM153C		NY-REN-7-like
VN2R21P		
CLRN2		
NPS		
SLC35E2B		
MRS2P2		
TMED7-TICAM2		
SYNGR2P2		
RBMXP3		
CBX3P1		
CDC42P2		
BZW1P2	BZW1L1	
LUZP6		MTPNUT, MPD6
IMPA1P		
IMPDH1P2		
IMPDH1P3		
IMPDH1P4		
IMPDH1P5		
IMPDH1P6		
IMPDH1P7		
IMPDH1P8		
IMPDH1P9		
IMPDH1P10		
DDX18P3		
DDX18P4		
DDX18P5		
RP9P		
ACTBP11		
IFITM9P		
CXADRP2		
CXADRP3		
DEPDC1P2		
ANAPC10P1	ANAPC10P	
NDUFB8P2		
NDUFB8P3		
NDUFB11P1	NDUFB11P	
SUPT4H1P		
GAMTP1	GAMTP	
CFC1B		
RASSF10		
LETM1P2		
LETM1P3		
RNF2P1	RNF2P	
RNF11P1		
EXOSC3P1		
EXOSC3P2		
GLTPP1		
ZFAT-AS1	ZFATAS, ZFAT-AS	SAS-ZFAT, NCRNA00070
SKINTL	SKINTP	
PPIAL4B		
PPIAL4C		
PPIAL4G		
PPIAL4E		
PPIAL4D		
PPIAL4F		
TTLL8		
KRTAP20-3	KRTAP19P4	KAP20.3, KAP19D
KRTAP20-4		KAP20.4
KRTAP25-1		KAP25.1
POM121B		
POM121C		
PLEKHM3	PLEKHM1L	DAPR
PSMC6P3		
PSMD8P1		
TNRC18P2	TNRC18B	
TNRC18P3	TNRC18C	
RNU4ATAC		RNU4ATAC1
RNU6ATAC		RNU6ATAC1
PRYP1	PRYP7, PRY4P	
PRYP2		
PRYP3		
PRYP4		
XGPY2		
RPL26P6		
TIFAB		
ATF4P2		
ATP5EP2		
RPS25P1		
RBMXP4		
DFNA58		
GNPATP		
ZNF829		DKFZp779O175
RNU7-1	RNU7	U7.1
RIMKLBP1	FAM80C, RIMKLP, FAM80B2, RIMKLB2	
FAM74A5		
FAM74A6		
FAM74A7		
FAM35DP	FAM35B2	
TSPY6P	TSPYP6	
TSPY7P	TSPYP7	
ABHD17AP3	FAM108A4, FAM108A4P	
ABHD17AP4	FAM108A5, FAM108A5P	
ABHD17AP5	FAM108A6, FAM108A6P	
ABHD17AP6	FAM108A7P	
FAM223B	CXorf52B, NCRNA00204B, LINC00204B	
GLRXP3	GLRXL	
RNY4P4		
UNC93B5		
RNY4P5		
UNC93B6		
RNY4P6		
RNY4P7		
RNY4P8		
RNY4P9		
TMEM210		
RNY4P10		
RNY4P11		
RNY4P13		
RNY4P14		
RNY4P15		
RNY4P16		
RNY4P17		
RNY4P18		
RNY4P19		
RNY4P20		
OTOL1		C1QTNF15
C1QTNF9B		CTRP9B
C19orf38		HIDE1
CDRT15P2	CDRT15L1	
CDRT15L2		
P2RX6P		
PPP6CP		
NFYAP1	NFYAP	
FAM157A		
FAM157B		
FAM157C		
RNY5P1		
RNY5P2		
RNY5P3		
RNY5P4		
RNY5P5		
RNY5P6		
RNY5P7		
RNY5P8		
RNY5P9		
RNY5P10		
RNU6ATAC2P		
RNU6ATAC3P		
RNU6ATAC4P		
RNU6ATAC5P		
RNU7-2P		U7.2
RNU7-3P		U7.3
RNU7-4P	RNU7-132P	U7.4
RNU7-5P		U7.5
RNU7-6P		U7.6
RNU7-7P		U7.7
RNU7-8P	RNU7-139P	U7.8
RNU7-9P		U7.9
RNU7-10P		U7.10
RNU7-11P		U7.11
RNU7-12P	RNU7-100P	U7.12
RNU7-13P		U7.13
RNU7-14P		U7.14
RNU7-15P		U7.15
RNU7-16P		U7.16
RNU7-17P		U7.17
RNU7-18P	RNU7-142P	U7.18
RNU7-19P		U7.19
RNU7-20P		U7.20
RNU7-21P		U7.21
RNU7-22P		U7.22
RNU7-23P		U7.23
RNU7-24P	RNU7P3	U7.24, HSU7.25
RNU7-25P		U7.25
RNU7-26P		U7.26
RNU7-27P		U7.27
RNU7-28P		U7.28
RNU7-29P		U7.29
RNU7-30P		U7.30
RNU7-31P		U7.31
RNU7-32P		U7.32
RNU7-33P		U7.33
RNU7-34P		U7.34
RNU7-35P		U7.35
RNU7-36P	RNU7-112P	U7.36
RNU7-37P		U7.37
RNU7-38P		U7.38
RNU7-39P		U7.39
RNU7-40P		U7.40
RNU7-41P		U7.41
RNU7-42P		U7.42
RNU7-43P	RNU7-118P	U7.43
RNU7-44P		U7.44
RNU7-45P		U7.45
RNU7-46P		U7.46
RNU7-47P		U7.47
RNU7-48P		U7.48
RNU7-49P		U7.49
RNU7-50P		U7.50
RNU7-51P		U7.51
RNU7-52P		U7.52
RNU7-53P		U7.53
RNU7-54P		U7.54
RNU7-56P		U7.56
RNU7-57P		U7.57
RNU7-58P		U7.58
RNU7-59P		U7.59
RNU7-60P		U7.60
RNU7-61P		U7.61
RNU7-62P		U7.62
RNU7-63P		U7.63
RNU7-64P		U7.64
RNU7-65P		U7.65
RNU7-66P		U7.66
RNU7-67P		U7.67
RNU7-69P		U7.69
RNU7-70P		U7.70
RNU7-71P		U7.71
RNU7-72P		U7.72
RNU7-73P		U7.73
RNU7-74P		U7.74
RNU7-75P		U7.75
RNU7-76P		U7.76
RNU7-77P		U7.77
RNU7-78P		U7.78
RNU7-79P		U7.79
RNU7-80P		U7.80
RNU7-81P		U7.81
RNU7-82P		U7.82
RNU7-83P		U7.83
RNU7-84P		U7.84
RNU7-85P		U7.85
RNU5B-2P		
RNU5B-3P		
RNU5B-4P		
RNU5B-5P		
RNU5B-6P		
DNAJC25		bA16L21.2.1
KRTAP29-1		KAP29.2
KRTAP10-13P		
KRTAP21-3		
TRIM77	TRIM77P	
CXorf49B		
NF1P7	NF1L7	
PPIGP1		
HULC		NCRNA00078, LINC00078
PRINS		NCRNA00074
FAM159B		
FAM160A1		FLJ43373
FAM32C		
FAM32D		
FAM32E		
FAM166B		
TMCO5B		
TMEM170B		
ZSCAN5B		ZNF495B, ZNF371
RNU6-41P	RNU6-41	
RNU6-40P	RNU6-40	
RNU6-5P	RNU6-5	U6-5
RNU6-31P	RNU6-31	
RNU6-25P	RNU6-25	
RNU6-26P	RNU6-26	
RNU6-4P	RNU6-4	U6-4
RNU6-10P	RNU6-10	
RNU6-11P	RNU6-11	
RNU6-12P	RNU6-12	
RNU6-13P	RNU6-13	
RNU6-14P	RNU6-14	
RNU6-15P	RNU6-15	
RNU6-16P	RNU6-16	
RNU6-17P	RNU6-17	
RNU6-18P	RNU6-18	
RNU6-19P	RNU6-19	
RNU6-20P	RNU6-20	
RNU6-21P	RNU6-21	
RNU6-22P	RNU6-22	
RNU6-23P	RNU6-23	
RNU6-24P	RNU6-24	
RNU6-9		U6-9
RNU6-2		U6-2
RNU6-27P	RNU6-27	
RNU6-28P	RNU6-28	
RNU6-29P	RNU6-29	
RNU6-30P	RNU6-30	
RNU6-3P	RNU6-3	U6-3
RNU6-32P	RNU6-32	
RNU6-33P	RNU6-33	
RNU6-34P	RNU6-34	
RNU6-35P	RNU6-35	
RNU6-36P	RNU6-36	
RNU6-37P	RNU6-37	
RNU6-38P	RNU6-38	
RNU6-39P	RNU6-39	
RNU6-7		U6-7
RNU6-8		U6-8
RNU6-42P	RNU6-42	
RNU6-43P	RNU6-43	
RNU6-44P	RNU6-44	
RNU6-45P	RNU6-45	
RNU6-46P	RNU6-46	
RNU6-47P	RNU6-47	
RNU6-48P	RNU6-48	
RNU6-49P	RNU6-49	
ZSCAN5C		ZNF495C
TMEM212		FLJ23172
LRRC63		RP11-139H14.4
TTC34		
LRRIQ4		LRRC64
LRRC66		
LRRD1		IMAGE:4798971
PRAMEF24P	PRAMEL	FLJ16327
LRRC69		
SNAR-A1		SNAR-A53113498
SNAR-A2		SNAR-A53129250
SNAR-A3		snaR-A53118848
SNAR-A4		snaR-A55287678
SNAR-A5		snaR-A55296080
SNAR-A6		snaR-A55299144
SNAR-A7		snaR-A55302203
SNAR-A8		snaR-A55307557
SNAR-A9		snaR-A55312909
SNAR-A10		snaR-A55318263
SNAR-A11		snaR-A55323591
SNAR-A12		
SNAR-A13		snaR-A53139991
SNAR-B1		
SNAR-B2		
SNAR-C1		
SNAR-C2		
SNAR-C3		
SNAR-C4		
SNAR-C5		
SNAR-D		
SNAR-E		
SNAR-F		
SNAR-G1		
SNAR-G2		
SNAR-H		snaR-2
SNAR-I		snaR-3
ZNF835		BC37295_3
ZNF836		FLJ16287
FAM172BP	FAM172B	LOC131909, FLJ45679
SNAR-A14		SNAR-A55293015
FAM174B		LOC400451, MGC102891
HAS2-AS1	HAS2AS, HAS2-AS	HASNT, NCRNA00077
CDKN2B-AS1		ANRIL, CDKN2BAS, RP11-145E5.4, NCRNA00089, p15AS, CDKN2B-AS
FAM47DP		
FAM47E		FLJ42946, LOC100129583
ZNF840	C20orf157, ZNF840P	dJ981L23.3
C1orf228	NCRNA00082	MGC33556, p40
C4orf47		LOC441054
FAM183A		LOC440585, hCG23177
TRNP1	C1orf225	LOC388610
C2orf78		FLJ43987, hCG1989538, COG5373
C2orf81		LOC388963, hCG40743
C1orf226		FLJ13137
C2orf80		LOC389073
C2orf68		
C19orf67		
SNORA80B		ACA67B
SNORA70D		U70D
SNORA70E		U70E
SNORA70F		U70F
SNORA70G		U70G
GDPGP1	C15orf58	
CCDC169	C13orf38	RP11-251J8.1, LOC728591
RNA5S1	RN5S1	
RNA5S2	RN5S2	
RNA5S3	RN5S3	
RNA5S4	RN5S4	
RNA5S5	RN5S5	
RNA5S6	RN5S6	
RNA5S7	RN5S7	
RNA5S8	RN5S8	
RNA5S9	RN5S9	
RNA5S10	RN5S10	
RNA5S11	RN5S11	
RNA5S12	RN5S12	
RNA5S13	RN5S13	
RNA5S14	RN5S14	
RNA5S15	RN5S15	
RNA5S16	RN5S16	
RNA5S17	RN5S17	
PRORSD1P	NCRNA00117, PRDXDD1P	Prdxdd1, Ybakd1
SPG41		
C2orf71		FLJ34931
ZNF847P		gm127
RSPH10B2		
TMEM14E		
ZNF848P		
ODF3B		
ZNF849P		
MAP1LC3B2		ATG8G
ACCSL		
PRAMEF22		PRAMEF3L
PRAMEF23		PRAMEF5L
FAM177B		RP11-452F19.2, FLJ43505
OCM2		
JMJD7		
C11orf83		UNQ655
HEPN1		
SMCO3	C12orf69	LOC440087
AGPHD1		LOC123688
KNOP1	C16orf88	101F10.1, FAM191A, TSG118
CRYM-AS1	NCRNA00169	FLJ41766
CDC37P1		A-761H5.2
PRSS53		POL3S
KIAA0895L		LOC653319
NPIPL2		LOC440348
NEURL4		KIAA1787
C17orf102		FLJ44815
C3P1		CPLP
TMEM150B	TMEM224	
SBK2		SGK069
RAD51AP2		FLJ17540
FAM228A	C2orf84	FLJ30851
GATSL3		
ARIH2OS	C3orf71	
LINC00696	C3orf74	
CRYBG3		DKFZp667G2110
C3orf72		FLJ43329
ARHGEF37		FLJ41603
C6orf226		LOC441150
C7orf65		FLJ44108
DEFB136		DEFB137
USP17L2		DUB3
KLHL38		C8ORFK36
LCNL1		FLJ45224
C4orf48		
CCDC152		LOC100129792
C2orf74		LOC339804
C5orf50		LOC644994
FAM177A1P1	FAM177A2	
C11orf86		FLJ22675
VSTM5	C11orf90	LOC387804
C11orf91		
LGALS7B		GAL7
SMCO2	C12orf70	LOC341346
JMJD7-PLA2G4B		
C12orf73		FLJ13975, DKFZp547P055
FAM180B		LOC399888
C12orf71		LOC728858
C15orf61		LOC145853
CCDC154	C16orf29	LOC645811
C16orf90		LOC646174
C15orf62		LOC643338
C17orf99		GLPG464, UNQ464
SHISA6		FLJ45455
C17orf98		LOC388381
C17orf96		LOC100170841
C17orf100		LOC388327
C19orf68		LOC374920
C19orf71		LOC100128569
C19orf69		LOC100170765
CXorf64		
LINC00086	NCRNA00086	MGC39606
LINC00087	NCRNA00087	RP11-85L21.2
FAM3C2		
PHC1P1	PHC1B	
FAM182B		
BAATP1		ACNATP
ZNF720P1		
ZNF859P		
CD177P1	CD177P	
AREGB		
PARK12		
FAM183B		LOC340286
PRR5-ARHGAP8		
ZNF860		
ZNF861P		
AIRN		AIR, NCRNA00088, IGF2RAS, IGF2R-AS1
RNF222		
VOPP1		ECop, GASP, FLJ20532, DKFZp564K0822
ZNF862		
CLEC17A		FLJ45910
LINC00083	NCRNA00083	FLJ44005, RP4-593C16.2
CLEC19A		
FABP12		
TRNAU3		
CDHR4	CDH29	VLLR9392
TOMM6		OBTP
EFCAB9		
EFCAB10		
EFCAB8		
TRNAG6		
TRNAH4		
TRNAH1		
TRNAH2		
TRNAH3		
ALS7		
TRNAV4		
TRNAV5		
TRNAV10		
TRNAV11		
CFL1P6	CFLP6	
DSTNP2		
DSTNP3		
MYADML2		LOC255275
SH2D7		LOC646892
IGLON5		LOC402665
TRNAD2		
TRNAK4		
TRNAN4		
TRNAG7		
TRNAQ3		
TRNAK5		
TRNAE3		
TRNAY3		
TRNAS5		
TRNAL3		
TRNAL4		
TRNAN5		
TRNAT4		
TRNAE4		
TRNAC2		
TRNAL5		
TRNAQ5		
TRNAG8		
TRNAR5		
TRNAK6		
TRNAV12		
TRNAM3		
TRNAQ6		
TRNAE5		
TRNAL6		
TRNAP4		
TRNAP5		
TRNAA4		
TRNAY4		
TRNAE6		
TRNAR6		
TRNAQ7		
TRNAI2		
TRNAC3		
TRNAE7		
TRNAE8		
TRNAL7		
TRNAA5		
TRNAR7		
TRNAT5		
TRNAN7		
TRNAS6		
TRNAL8		
TRNAG9		
TRNAM4		
TRNAS7		
TRNAA6		
TRNAL9		
TRNAE9		
TRNAG10		
TRNAA7		
TRNAA8		
TRNAW2		
TRNAC4		
TRNAI3		
TRNAK7		
TRNAC5		
TRNAK8		
TRNAE10		
TRNAS8		
TRNAQ8		
TRNAY5		
TRNAQ9		
TRNAN8		
TRNAA9		
TRNAD3		
TRNAK9		
TRNAE11		
TRNAG11		
TRNAH6		
TRNAA10		
TRNAL10		
TRNAE12		
TRNAN9		
TRNAS9		
TRNAI4		
TRNAP6		
TRNAV14		
TRNAQ10		
TRNAC6		
TRNAS10		
TRNAR8		
TRNAN10		
TRNASUP1		
TRNAG12		
TRNAA11		
TRNAN11		
TRNAR9		
TRNAM5		
TRNAT6		
TRNAD4		
TRNAP7		
TRNAL11		
TRNAC7		
TRNAE13		
TRNAA12		
TRNAA13		
TRNAM6		
TRNAI5		
TRNAN12		
TRNAC8		
TRNAK11		
TRNAR10		
TRNAM7		
TRNAV15		
TRNAY6		
TRNAR11		
TRNAK12		
TRNAC9		
TRNAA14		
TRNAK13		
TRNAN13		
TRNAR12		
TRNAK14		
TRNAM8		
TRNAW3		
TRNAE14		
TRNAA15		
TRNAR14		
TRNAA16		
TRNAA17		
TRNAL12		
TRNAK15		
TRNAD5		
TRNAQ11		
TRNAK16		
TRNAW4		
TRNAP8		
TRNAK17		
TRNAN14		
TRNAN15		
TRNAA18		
TRNAE15		
TRNAL13		
TRNAI6		
TRNAI7		
TRNAR15		
TRNAD6		
TRNAM9		
TRNAP9		
TRNAF3		
TRNAQ12		
TRNAL14		
TRNAQ13		
TRNAG13		
TRNAV16		
TRNAT7		
TRNAC10		
TRNAF4		
TRNAC11		
TRNAI8		
TRNAA19		
TRNAD7		
TRNAL15		
TRNAS11		
TRNAI9		
TRNAQ14		
TRNAC12		
TRNAA20		
TRNAS12		
TRNAD8		
TRNAS13		
TRNAG15		
TRNAV17		
TRNAY7		
TRNAG16		
TRNAL16		
TRNAN16		
TRNAR16		
TRNAR17		
TRNAR18		
TRNAL17		
TRNAF5		
TRNAW5		
TRNAP10		
TRNAR19		
TRNAH7		
TRNAL18		
TRNAN17		
TRNAC13		
TRNAV18		
